period,time_order,team_abbrev,flag_type,player_name,description,flag_details
2,1438.6,DAL,lineup_size_deviation,,Rockets Rebound,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Max Christie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Christie FOR Washington"
2,1438.6,HOU,lineup_size_deviation,,Rockets Rebound,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Tari Eason', 'Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Dillon Brooks']; Last substitution: SUB: Eason FOR Sheppard"
2,1438.6,DAL,lineup_size_deviation,,,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Max Christie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Christie FOR Washington"
2,1438.6,HOU,lineup_size_deviation,,,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Tari Eason', 'Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Dillon Brooks']; Last substitution: SUB: Eason FOR Sheppard"
2,1439.8,HOU,action_by_non_lineup_player,Tari Eason,Player Tari Eason had action but not in lineup: MISS Eason 41' 3PT Jump Shot,Player Tari Eason had action but not in lineup: MISS Eason 41' 3PT Jump Shot
2,1439.8,DAL,lineup_size_deviation,,MISS Eason 41' 3PT Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Max Christie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Christie FOR Washington"
2,1439.8,HOU,lineup_size_deviation,,MISS Eason 41' 3PT Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Tari Eason', 'Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Dillon Brooks']; Last substitution: SUB: Eason FOR Sheppard"
2,1439.9,DAL,lineup_size_deviation,,Rockets Rebound,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Max Christie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Christie FOR Washington"
2,1439.9,HOU,lineup_size_deviation,,Rockets Rebound,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Tari Eason', 'Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Dillon Brooks']; Last substitution: SUB: Eason FOR Sheppard"
2,1440.0,DAL,lineup_size_deviation,,End of 2nd Period (4:12 PM EST),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Anthony Davis', 'Max Christie', 'Dante Exum', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Christie FOR Washington"
2,1440.0,HOU,lineup_size_deviation,,End of 2nd Period (4:12 PM EST),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Tari Eason', 'Amen Thompson', 'Jalen Green', 'Alperen Sengun', 'Dillon Brooks']; Last substitution: SUB: Eason FOR Sheppard"
3,1479.0,HOU,action_by_non_lineup_player,Steven Adams,Player Steven Adams had action but not in lineup: Adams REBOUND (Off:3 Def:2),Player Steven Adams had action but not in lineup: Adams REBOUND (Off:3 Def:2)
3,1538.0,DAL,action_by_non_lineup_player,Max Christie,Player Max Christie had action but not in lineup: Christie 16' Step Back Jump Shot (10 PTS) (Davis 6 AST),Player Max Christie had action but not in lineup: Christie 16' Step Back Jump Shot (10 PTS) (Davis 6 AST)
3,1602.0,HOU,action_by_non_lineup_player,Steven Adams,Player Steven Adams had action but not in lineup: Adams REBOUND (Off:4 Def:2),Player Steven Adams had action but not in lineup: Adams REBOUND (Off:4 Def:2)
3,1608.0,DAL,action_by_non_lineup_player,Max Christie,Player Max Christie had action but not in lineup: Christie REBOUND (Off:0 Def:1),Player Max Christie had action but not in lineup: Christie REBOUND (Off:0 Def:1)
3,1635.0,HOU,action_by_non_lineup_player,Steven Adams,Player Steven Adams had action but not in lineup: Adams REBOUND (Off:5 Def:2),Player Steven Adams had action but not in lineup: Adams REBOUND (Off:5 Def:2)
3,1651.0,DAL,action_by_non_lineup_player,Max Christie,Player Max Christie had action but not in lineup: MISS Christie 8' Driving Floating Bank Jump Shot,Player Max Christie had action but not in lineup: MISS Christie 8' Driving Floating Bank Jump Shot
3,1670.0,DAL,sub_out_player_not_in_lineup,Naji Marshall,Attempted to sub out Naji Marshall who is not in lineup,Attempted to sub out Naji Marshall who is not in lineup
3,1670.0,DAL,sub_in_player_already_in_lineup,Daniel Gafford,Attempted to sub in Daniel Gafford who is already in lineup,Attempted to sub in Daniel Gafford who is already in lineup
3,1701.0,DAL,sub_out_player_not_in_lineup,Dante Exum,Attempted to sub out Dante Exum who is not in lineup,Attempted to sub out Dante Exum who is not in lineup
3,1701.0,DAL,sub_in_player_already_in_lineup,Klay Thompson,Attempted to sub in Klay Thompson who is already in lineup,Attempted to sub in Klay Thompson who is already in lineup
3,1721.0,DAL,action_by_non_lineup_player,Naji Marshall,Player Naji Marshall had action but not in lineup: MISS Marshall 7' Driving Floating Jump Shot,Player Naji Marshall had action but not in lineup: MISS Marshall 7' Driving Floating Jump Shot
3,1723.0,HOU,action_by_non_lineup_player,Steven Adams,Player Steven Adams had action but not in lineup: Adams REBOUND (Off:5 Def:3),Player Steven Adams had action but not in lineup: Adams REBOUND (Off:5 Def:3)
3,1791.0,DAL,action_by_non_lineup_player,Naji Marshall,Player Naji Marshall had action but not in lineup: Marshall 5' Driving Floating Jump Shot (6 PTS),Player Naji Marshall had action but not in lineup: Marshall 5' Driving Floating Jump Shot (6 PTS)
3,1806.0,HOU,action_by_non_lineup_player,Steven Adams,Player Steven Adams had action but not in lineup: MISS Adams 7' Floating Jump Shot,Player Steven Adams had action but not in lineup: MISS Adams 7' Floating Jump Shot
3,1818.0,HOU,action_by_non_lineup_player,Steven Adams,Player Steven Adams had action but not in lineup: Adams REBOUND (Off:6 Def:3),Player Steven Adams had action but not in lineup: Adams REBOUND (Off:6 Def:3)
3,1818.0,HOU,action_by_non_lineup_player,Steven Adams,Player Steven Adams had action but not in lineup: MISS Adams 1' Putback Layup,Player Steven Adams had action but not in lineup: MISS Adams 1' Putback Layup
3,1819.0,DAL,sub_out_player_not_in_lineup,Spencer Dinwiddie,Attempted to sub out Spencer Dinwiddie who is not in lineup,Attempted to sub out Spencer Dinwiddie who is not in lineup
3,1819.0,DAL,lineup_size_deviation,,SUB: Dinwiddie FOR Christie,Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1829.0,DAL,lineup_size_deviation,,Sengun 5' Turnaround Hook Shot (18 PTS),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1842.0,DAL,lineup_size_deviation,,Davis 15' Jump Shot (26 PTS) (Exum 3 AST),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1867.0,DAL,lineup_size_deviation,,Brooks 19' Step Back Jump Shot (9 PTS),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1880.0,DAL,lineup_size_deviation,,MISS Davis 19' Pullup Jump Shot,Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1883.0,DAL,lineup_size_deviation,,Thompson REBOUND (Off:1 Def:3),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1889.0,DAL,lineup_size_deviation,,MISS Brooks 25' 3PT Running Jump Shot,Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1892.0,DAL,action_by_non_lineup_player,Naji Marshall,Player Naji Marshall had action but not in lineup: Marshall REBOUND (Off:0 Def:2),Player Naji Marshall had action but not in lineup: Marshall REBOUND (Off:0 Def:2)
3,1892.0,DAL,lineup_size_deviation,,Marshall REBOUND (Off:0 Def:2),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1901.0,DAL,action_by_non_lineup_player,Naji Marshall,Player Naji Marshall had action but not in lineup: Marshall 25' 3PT Jump Shot (9 PTS) (Dinwiddie 1 AST),Player Naji Marshall had action but not in lineup: Marshall 25' 3PT Jump Shot (9 PTS) (Dinwiddie 1 AST)
3,1901.0,DAL,lineup_size_deviation,,Marshall 25' 3PT Jump Shot (9 PTS) (Dinwiddie 1 AST),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1914.0,HOU,action_by_non_lineup_player,Steven Adams,Player Steven Adams had action but not in lineup: MISS Adams 8' Driving Layup,Player Steven Adams had action but not in lineup: MISS Adams 8' Driving Layup
3,1914.0,DAL,lineup_size_deviation,,MISS Adams 8' Driving Layup,Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1915.0,DAL,lineup_size_deviation,,Rockets Rebound,Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1915.0,DAL,lineup_size_deviation,,,Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1915.0,DAL,lineup_size_deviation,,SUB: Eason FOR Adams,Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1919.0,DAL,lineup_size_deviation,,MISS Sengun 3PT Pullup Jump Shot,Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1923.0,DAL,lineup_size_deviation,,Davis REBOUND (Off:3 Def:11),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1932.0,DAL,action_by_non_lineup_player,Naji Marshall,Player Naji Marshall had action but not in lineup: Marshall 3PT Jump Shot (12 PTS) (Davis 7 AST),Player Naji Marshall had action but not in lineup: Marshall 3PT Jump Shot (12 PTS) (Davis 7 AST)
3,1932.0,DAL,lineup_size_deviation,,Marshall 3PT Jump Shot (12 PTS) (Davis 7 AST),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1947.0,DAL,lineup_size_deviation,,Thompson 6' Turnaround Jump Shot (16 PTS),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1959.0,DAL,lineup_size_deviation,,Irving 3' Driving Floating Jump Shot (4 PTS),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1959.0,DAL,lineup_size_deviation,,Thompson S.FOUL (P3.T2) (J.Schroeder),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1959.0,HOU,sub_out_player_not_in_lineup,Cam Whitmore,Attempted to sub out Cam Whitmore who is not in lineup,Attempted to sub out Cam Whitmore who is not in lineup
3,1959.0,HOU,sub_in_player_already_in_lineup,Amen Thompson,Attempted to sub in Amen Thompson who is already in lineup,Attempted to sub in Amen Thompson who is already in lineup
3,1959.0,DAL,lineup_size_deviation,,SUB: Whitmore FOR Thompson,Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1959.0,DAL,lineup_size_deviation,,Irving Free Throw 1 of 1 (5 PTS),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1975.0,HOU,action_by_non_lineup_player,Cam Whitmore,Player Cam Whitmore had action but not in lineup: MISS Whitmore 26' 3PT Step Back Jump Shot,Player Cam Whitmore had action but not in lineup: MISS Whitmore 26' 3PT Step Back Jump Shot
3,1975.0,DAL,lineup_size_deviation,,MISS Whitmore 26' 3PT Step Back Jump Shot,Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1977.0,DAL,lineup_size_deviation,,Davis REBOUND (Off:3 Def:12),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1983.0,DAL,lineup_size_deviation,,MISS Irving 26' 3PT Running Pull-Up Jump Shot,Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1986.0,DAL,lineup_size_deviation,,Davis REBOUND (Off:4 Def:12),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1990.0,DAL,lineup_size_deviation,,MISS Davis 5' Turnaround Jump Shot,Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1990.0,DAL,lineup_size_deviation,,Rockets Rebound,Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1990.0,DAL,lineup_size_deviation,,,Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1990.0,DAL,lineup_size_deviation,,Rockets Timeout: Coach Challenge (Reg.3 Short 0),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1990.0,DAL,lineup_size_deviation,,Instant Replay3rd Period (4:47 PM EST),Lineup size 6/5. Excess 1 player(s) beyond normal lineup; Last substitution: SUB: Dinwiddie FOR Christie
3,1990.0,DAL,sub_in_player_already_in_lineup,Kyrie Irving,Attempted to sub in Kyrie Irving who is already in lineup,Attempted to sub in Kyrie Irving who is already in lineup
3,2012.0,HOU,action_by_non_lineup_player,Cam Whitmore,Player Cam Whitmore had action but not in lineup: Whitmore S.FOUL (P2.T3) (P.Ransom),Player Cam Whitmore had action but not in lineup: Whitmore S.FOUL (P2.T3) (P.Ransom)
3,2051.0,DAL,action_by_non_lineup_player,Spencer Dinwiddie,Player Spencer Dinwiddie had action but not in lineup: Dinwiddie 26' 3PT Pullup Jump Shot (10 PTS),Player Spencer Dinwiddie had action but not in lineup: Dinwiddie 26' 3PT Pullup Jump Shot (10 PTS)
3,2063.0,DAL,action_by_non_lineup_player,Max Christie,Player Max Christie had action but not in lineup: Christie P.FOUL (P2.T3) (J.Schroeder),Player Max Christie had action but not in lineup: Christie P.FOUL (P2.T3) (J.Schroeder)
3,2063.0,DAL,sub_in_player_already_in_lineup,Anthony Davis,Attempted to sub in Anthony Davis who is already in lineup,Attempted to sub in Anthony Davis who is already in lineup
3,2063.0,DAL,lineup_size_deviation,,SUB: Irving FOR Davis,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall']; Last substitution: SUB: Irving FOR Davis"
3,2070.0,HOU,action_by_non_lineup_player,Tari Eason,Player Tari Eason had action but not in lineup: MISS Eason 25' 3PT Jump Shot,Player Tari Eason had action but not in lineup: MISS Eason 25' 3PT Jump Shot
3,2070.0,DAL,lineup_size_deviation,,MISS Eason 25' 3PT Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall']; Last substitution: SUB: Irving FOR Davis"
3,2072.0,HOU,action_by_non_lineup_player,Tari Eason,Player Tari Eason had action but not in lineup: Eason REBOUND (Off:3 Def:1),Player Tari Eason had action but not in lineup: Eason REBOUND (Off:3 Def:1)
3,2072.0,DAL,lineup_size_deviation,,Eason REBOUND (Off:3 Def:1),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall']; Last substitution: SUB: Irving FOR Davis"
3,2074.0,HOU,action_by_non_lineup_player,Tari Eason,Player Tari Eason had action but not in lineup: Eason 14' Jump Shot (6 PTS),Player Tari Eason had action but not in lineup: Eason 14' Jump Shot (6 PTS)
3,2074.0,DAL,lineup_size_deviation,,Eason 14' Jump Shot (6 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall']; Last substitution: SUB: Irving FOR Davis"
3,2095.0,DAL,action_by_non_lineup_player,Max Christie,Player Max Christie had action but not in lineup: Christie 27' 3PT Jump Shot (13 PTS) (Irving 5 AST),Player Max Christie had action but not in lineup: Christie 27' 3PT Jump Shot (13 PTS) (Irving 5 AST)
3,2095.0,DAL,lineup_size_deviation,,Christie 27' 3PT Jump Shot (13 PTS) (Irving 5 AST),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall']; Last substitution: SUB: Irving FOR Davis"
3,2121.8,HOU,action_by_non_lineup_player,Cam Whitmore,Player Cam Whitmore had action but not in lineup: MISS Whitmore 26' 3PT Step Back Jump Shot,Player Cam Whitmore had action but not in lineup: MISS Whitmore 26' 3PT Step Back Jump Shot
3,2121.8,DAL,lineup_size_deviation,,MISS Whitmore 26' 3PT Step Back Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall']; Last substitution: SUB: Irving FOR Davis"
3,2123.7,DAL,action_by_non_lineup_player,Naji Marshall,Player Naji Marshall had action but not in lineup: Marshall REBOUND (Off:0 Def:3),Player Naji Marshall had action but not in lineup: Marshall REBOUND (Off:0 Def:3)
3,2123.7,DAL,lineup_size_deviation,,Marshall REBOUND (Off:0 Def:3),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall']; Last substitution: SUB: Irving FOR Davis"
3,2123.7,HOU,action_by_non_lineup_player,Tari Eason,Player Tari Eason had action but not in lineup: Eason P.FOUL (P1.T4) (B.Forte),Player Tari Eason had action but not in lineup: Eason P.FOUL (P1.T4) (B.Forte)
3,2123.7,DAL,lineup_size_deviation,,Eason P.FOUL (P1.T4) (B.Forte),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall']; Last substitution: SUB: Irving FOR Davis"
3,2123.7,HOU,sub_out_player_not_in_lineup,Aaron Holiday,Attempted to sub out Aaron Holiday who is not in lineup,Attempted to sub out Aaron Holiday who is not in lineup
3,2123.7,HOU,sub_in_player_already_in_lineup,Dillon Brooks,Attempted to sub in Dillon Brooks who is already in lineup,Attempted to sub in Dillon Brooks who is already in lineup
3,2123.7,DAL,lineup_size_deviation,,SUB: Holiday FOR Brooks,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall']; Last substitution: SUB: Irving FOR Davis"
3,2134.6,DAL,action_by_non_lineup_player,Kyrie Irving,Player Kyrie Irving had action but not in lineup: MISS Irving 26' 3PT Pullup Jump Shot,Player Kyrie Irving had action but not in lineup: MISS Irving 26' 3PT Pullup Jump Shot
3,2134.6,DAL,lineup_size_deviation,,MISS Irving 26' 3PT Pullup Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
3,2137.1,HOU,action_by_non_lineup_player,Cam Whitmore,Player Cam Whitmore had action but not in lineup: Whitmore REBOUND (Off:0 Def:3),Player Cam Whitmore had action but not in lineup: Whitmore REBOUND (Off:0 Def:3)
3,2137.1,DAL,lineup_size_deviation,,Whitmore REBOUND (Off:0 Def:3),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
3,2155.6,HOU,action_by_non_lineup_player,Tari Eason,Player Tari Eason had action but not in lineup: Eason 1' Alley Oop Layup (8 PTS) (Ja. Green 6 AST),Player Tari Eason had action but not in lineup: Eason 1' Alley Oop Layup (8 PTS) (Ja. Green 6 AST)
3,2155.6,DAL,lineup_size_deviation,,Eason 1' Alley Oop Layup (8 PTS) (Ja. Green 6 AST),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
3,2160.0,DAL,lineup_size_deviation,,End of 3rd Period (4:53 PM EST),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2160.0,DAL,lineup_size_deviation,,Start of 4th Period (4:55 PM EST),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2181.0,DAL,action_by_non_lineup_player,Kyrie Irving,Player Kyrie Irving had action but not in lineup: Irving 1' Driving Layup (7 PTS),Player Kyrie Irving had action but not in lineup: Irving 1' Driving Layup (7 PTS)
4,2181.0,DAL,lineup_size_deviation,,Irving 1' Driving Layup (7 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2202.0,HOU,action_by_non_lineup_player,Tari Eason,Player Tari Eason had action but not in lineup: MISS Eason 4' Driving Layup,Player Tari Eason had action but not in lineup: MISS Eason 4' Driving Layup
4,2202.0,DAL,lineup_size_deviation,,MISS Eason 4' Driving Layup,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2206.0,DAL,lineup_size_deviation,,Adams REBOUND (Off:7 Def:3),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2208.0,HOU,action_by_non_lineup_player,Aaron Holiday,Player Aaron Holiday had action but not in lineup: MISS Holiday 26' 3PT Jump Shot,Player Aaron Holiday had action but not in lineup: MISS Holiday 26' 3PT Jump Shot
4,2208.0,DAL,lineup_size_deviation,,MISS Holiday 26' 3PT Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2208.0,DAL,lineup_size_deviation,,Adams REBOUND (Off:8 Def:3),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2208.0,DAL,action_by_non_lineup_player,Daniel Gafford,Player Daniel Gafford had action but not in lineup: Gafford P.FOUL (P4.T1) (P.Ransom),Player Daniel Gafford had action but not in lineup: Gafford P.FOUL (P4.T1) (P.Ransom)
4,2208.0,DAL,lineup_size_deviation,,Gafford P.FOUL (P4.T1) (P.Ransom),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Daniel Gafford', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2213.0,HOU,action_by_non_lineup_player,Aaron Holiday,Player Aaron Holiday had action but not in lineup: Holiday 4' Driving Finger Roll Layup (2 PTS) (Thompson 3 AST),Player Aaron Holiday had action but not in lineup: Holiday 4' Driving Finger Roll Layup (2 PTS) (Thompson 3 AST)
4,2213.0,DAL,lineup_size_deviation,,Holiday 4' Driving Finger Roll Layup (2 PTS) (Thompson 3 AST),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Daniel Gafford', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2226.0,DAL,action_by_non_lineup_player,Kyrie Irving,Player Kyrie Irving had action but not in lineup: MISS Irving 17' Pullup Jump Shot,Player Kyrie Irving had action but not in lineup: MISS Irving 17' Pullup Jump Shot
4,2226.0,DAL,lineup_size_deviation,,MISS Irving 17' Pullup Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Daniel Gafford', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2228.0,HOU,action_by_non_lineup_player,Aaron Holiday,Player Aaron Holiday had action but not in lineup: Holiday REBOUND (Off:0 Def:1),Player Aaron Holiday had action but not in lineup: Holiday REBOUND (Off:0 Def:1)
4,2228.0,DAL,lineup_size_deviation,,Holiday REBOUND (Off:0 Def:1),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Daniel Gafford', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2232.0,HOU,action_by_non_lineup_player,Aaron Holiday,Player Aaron Holiday had action but not in lineup: MISS Holiday 5' Running Jump Shot,Player Aaron Holiday had action but not in lineup: MISS Holiday 5' Running Jump Shot
4,2232.0,DAL,lineup_size_deviation,,MISS Holiday 5' Running Jump Shot,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Daniel Gafford', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2234.0,DAL,lineup_size_deviation,,Thompson REBOUND (Off:0 Def:4),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Daniel Gafford', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2254.0,DAL,action_by_non_lineup_player,Kyrie Irving,Player Kyrie Irving had action but not in lineup: Irving 8' Driving Floating Jump Shot (9 PTS),Player Kyrie Irving had action but not in lineup: Irving 8' Driving Floating Jump Shot (9 PTS)
4,2254.0,DAL,lineup_size_deviation,,Irving 8' Driving Floating Jump Shot (9 PTS),"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Daniel Gafford', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2269.0,DAL,lineup_size_deviation,,MISS Thompson 3' Driving Finger Roll Layup,"Lineup size 4/5. Missing 1 player(s) for full lineup; Players with actions but no sub-in: ['Max Christie', 'Spencer Dinwiddie', 'Naji Marshall', 'Daniel Gafford', 'Kyrie Irving']; Last substitution: SUB: Irving FOR Davis"
4,2272.0,DAL,action_by_non_lineup_player,Daniel Gafford,Player Daniel Gafford had action but not in lineup: Gafford REBOUND (Off:2 Def:3),Player Daniel Gafford had action but not in lineup: Gafford REBOUND (Off:2 Def:3)
